ID;V1;V2;V3;V4;V5;V6;V7;V8;Has_FICO;FICO_Score;Business_channel;Expected_loss;Expected_profit;Loan_amount;Monthly_income;Age;Gearing_coefficient;Max_gearing_ratio;Days_late;Default_45;Status
250559;1;3;2;1;4;5;1;2;0;;1;-0,320202449;-0,321287543;-0,323919846;-0,672697908;0,508160649;0,024607968;-0,768630652;0;0;Good
250578;4;3;13;1;3;5;3;1;1;-1,111687255;1;-0,144611545;-0,150807538;-0,147676093;-0,700873195;-1,139094862;0,807907206;-0,768630652;0;0;Good
250545;1;4;10;4;4;5;1;2;1;-1,111687255;2;0,564183971;0,639807787;0,557298917;-0,155399635;-1,213970112;-0,525830029;0,513979799;273;1;Bad
250452;1;4;3;1;3;4;1;3;1;0,218103572;1;0,030979358;0,019672467;0,028567659;-0,070873774;0,208659647;1,121652608;0,513979799;0;0;Good
250079;1;4;15;2;2;4;1;2;0;;1;0,013420268;0,002624467;0,010943284;-0,672697908;0,133784397;1,109094278;-0,768630652;0;0;Good
250395;1;4;10;4;6;4;1;2;1;1,112916091;1;-0,84697516;-0,832727557;-0,852651104;-0,429263427;-0,689843359;-0,425576241;-0,768630652;0;0;Good
250644;1;3;15;4;6;4;1;2;1;-0,614569189;1;-0,320202449;-0,321287543;-0,323919846;1,668104949;0,058909146;-0,024348234;1,796590249;168;1;Bad
250651;1;4;15;4;4;4;1;4;1;1,610034158;3;-0,896179205;-0,920136889;-0,874152842;-0,18920998;0,133784397;-1,574769879;0,513979799;15;0;Middle
250405;1;3;11;5;7;7;1;2;1;0,093824056;2;0,01785828;0,077624227;0,010943284;-0,700873195;0,882536902;1,102708686;-0,768630652;107;1;Bad
250684;3;3;11;4;2;5;1;2;0;;2;0,211715783;0,277108716;0,204811412;-0,495757104;0,208659647;0,725958781;-0,768630652;410;1;Bad
250511;1;3;2;1;3;5;1;2;0;;1;-0,320202449;-0,321287543;-0,323919846;-0,736937562;0,283534898;0,442864219;-0,768630652;0;0;Good
250679;1;5;11;5;7;7;1;2;1;0,590942122;1;-0,495793353;-0,491767548;-0,500163599;-0,552107679;1,855915158;0,747244086;-0,768630652;0;0;Good
250677;3;4;10;2;2;5;3;1;0;;1;-0,320202449;-0,321287543;-0,323919846;-0,669316873;-1,363720613;0,005451193;-0,768630652;349;1;Bad
250520;1;3;11;5;7;7;1;2;0;;1;-0,232406997;-0,23604754;-0,23579797;-0,782018022;1,781039908;0,959032875;-0,768630652;0;0;Good
250265;1;5;10;4;4;5;1;4;1;-0,179590881;1;-0,495793353;-0,491767548;-0,500163599;-0,332340439;-0,390342357;-1,191847235;-0,768630652;0;0;Good
250713;1;4;3;4;3;4;1;2;1;0,65308188;1;-0,583588805;-0,57700755;-0,588285475;-0,126097337;0,65791115;-0,932805069;0,513979799;0;0;Good
250699;1;1;13;4;5;1;1;2;0;;1;-0,794297889;-0,781583556;-0,799777978;1,051629666;0,058909146;-1,340489618;1,796590249;0;0;Good
250607;1;3;11;4;4;4;1;4;1;1,038348382;3;-0,993976263;-1,002250586;-0,981344292;-0,3481186;0,208659647;1,065459402;-0,768630652;15;0;Middle
250668;3;4;2;1;2;5;1;1;1;-1,285678578;2;-0,105505586;-0,049320448;-0,112427343;-0,703127218;-0,689843359;1,113351339;-0,768630652;623;1;Bad
250412;4;3;10;4;3;5;1;3;1;0,267815379;2;-0,316986499;-0,26693989;-0,323919846;-0,360515726;-0,015966104;0,233203961;-0,768630652;15;0;Middle
250596;3;5;11;4;2;5;3;1;1;-0,577285334;1;-0,320202449;-0,321287543;-0,323919846;-0,60620423;-1,438595864;0,268324715;-0,768630652;0;0;Good
250751;1;4;11;5;7;7;1;2;1;2,032584514;1;-0,671384257;-0,662247553;-0,676407351;-0,316562278;1,781039908;-0,788490698;-0,768630652;0;0;Good
250794;1;4;1;5;7;7;1;2;1;0,740077542;3;-0,765772407;-0,81064296;-0,731219158;-0,531821472;1,781039908;-0,462825526;-0,768630652;76;1;Bad
250778;3;4;13;3;2;5;1;1;0;;2;-0,316986499;-0,26693989;-0,323919846;-0,672697908;-0,689843359;0,151255535;-0,768630652;563;1;Bad
250743;1;3;11;1;3;4;3;2;0;;1;-0,056816094;-0,065567535;-0,059554217;-0,672697908;-1,288845363;0,896241224;-0,768630652;0;0;Good
250413;3;3;2;1;3;5;1;1;1;0,615798025;2;-0,140752405;-0,085590355;-0,147676093;-0,343610554;0,433285399;1,052688218;-0,768630652;0;0;Good
250818;3;5;11;5;7;7;2;1;0;;1;-0,759179708;-0,747487555;-0,764529228;-0,608458253;1,930790409;-0,331920897;-0,768630652;0;0;Good
250455;1;5;11;5;7;7;1;2;1;0,056540201;2;1,621588534;1,727905;1,614761433;-0,252322623;1,331788405;1,022888791;0,513979799;0;0;Good
250832;1;2;14;2;4;5;1;1;1;-0,378438107;1;0,030979358;0,019672467;0,028567659;-0,663681816;0,133784397;1,116544135;-0,768630652;0;0;Good
250308;1;5;11;2;3;4;3;4;0;;1;-0,056816094;-0,065567535;-0,059554217;-0,672697908;-0,240591856;0,896241224;-0,768630652;15;0;Middle
250595;1;1;11;5;6;7;1;2;1;-0,154734978;1;0,206570262;0,190152472;0,204811412;0,001254961;1,855915158;0,087186766;0,513979799;0;0;Good
250803;1;4;11;5;7;7;1;2;0;;1;-0,056816094;-0,065567535;-0,059554217;-0,729048482;1,631289407;0,926040651;-0,768630652;15;0;Middle
250896;1;3;14;1;2;5;1;2;0;;1;-0,232406997;-0,23604754;-0,23579797;-0,669316873;-0,91446911;0,772786453;-0,768630652;0;0;Good
250755;1;3;15;1;4;4;1;2;1;0,715221638;1;-0,495793353;-0,491767548;-0,500163599;-0,672697908;0,208659647;0,869634592;-0,768630652;15;0;Middle
250630;2;4;11;5;5;7;1;1;0;;1;-0,84697516;-0,832727557;-0,852651104;-0,596061127;1,781039908;-1,088613504;-0,768630652;76;1;Bad
250266;3;5;10;2;2;5;1;1;1;0,416950799;1;-0,671384257;-0,662247553;-0,676407351;-0,380801933;0,283534898;0,552483542;-0,768630652;0;0;Good
250875;4;4;10;2;3;4;1;1;0;;1;-0,671384257;-0,662247553;-0,676407351;-0,582536989;0,433285399;0,049086069;-0,768630652;15;0;Middle
250915;1;3;11;5;4;7;1;2;1;0,65308188;1;2,313661107;2,235912531;2,319736443;-0,407850208;1,406663655;0,937038059;1,796590249;0;0;Good
250447;2;5;11;5;7;7;1;1;0;;2;-0,56371423;-0,52082924;-0,5706611;-0,902608251;1,556414156;0,576961643;-0,768630652;15;0;Middle
250950;1;5;11;5;7;7;1;2;0;;1;-0,759179708;-0,747487555;-0,764529228;-0,905989285;1,107162653;-0,511781728;-0,768630652;0;0;Good
250936;1;5;3;4;2;4;1;2;0;;3;-0,733452104;-0,783505747;-0,695794164;0,124099213;1,032287403;-1,842113315;0,513979799;0;0;Good
250625;3;5;10;2;4;6;1;1;0;;1;-0,671384257;-0,662247553;-0,676407351;-0,427009404;-0,240591856;-0,572444848;-0,768630652;0;0;Good
250997;1;5;11;5;7;7;1;2;0;;1;-0,671384257;-0,662247553;-0,676407351;-0,92514848;1,406663655;0,122520373;-0,768630652;0;0;Good
250810;1;4;11;5;7;7;1;2;1;1,125344043;2;1,357237393;1,455880696;1,350395804;-0,504773196;1,706164657;0,918590794;1,796590249;0;0;Good
250942;3;5;15;3;2;4;3;1;0;;1;-0,320202449;-0,321287543;-0,323919846;0,032811283;-0,015966104;-1,023054763;0,513979799;0;0;Good
251033;1;4;15;4;6;4;1;3;1;1,237195608;3;-1,06646379;-1,06311355;-1,060794976;-0,120462279;-0,240591856;-1,973230796;0,513979799;15;0;Middle
251047;3;3;10;3;5;5;1;1;1;-0,390866059;3;-0,900681536;-0,923917198;-0,879087667;0,443043464;-1,363720613;0,863249;1,796590249;15;0;Middle
250565;1;2;13;4;2;1;1;3;0;;1;-0,320202449;-0,321287543;-0,323919846;-0,502519173;-0,83959386;-0,720377721;-0,768630652;0;0;Good
250969;3;3;14;1;4;5;3;1;0;;3;-0,793429583;-0,833864854;-0,761533084;-0,663681816;-1,213970112;0,260874858;-0,768630652;0;0;Good
251050;1;3;10;3;3;5;1;2;1;-0,266586542;1;-0,407997901;-0,406527545;-0,412041722;-0,459692737;-0,989344361;-0,67780711;-0,768630652;0;0;Good
250657;3;3;2;2;3;5;3;1;0;;2;-0,316986499;-0,26693989;-0,323919846;-0,745953654;-1,139094862;0,656781538;-0,768630652;0;0;Good
251057;1;4;11;2;4;4;3;3;1;-0,564857382;1;1,084524781;1,042552497;1,086030175;0,851021622;-0,764718609;-1,565404345;1,796590249;15;0;Middle
251079;1;3;10;4;4;4;1;2;1;-0,378438107;1;-0,671384257;-0,662247553;-0,676407351;-0,487868024;-0,090841355;0,337501957;-0,768630652;15;0;Middle
250634;1;4;1;2;3;4;1;3;0;;1;-0,320202449;-0,321287543;-0,323919846;-0,393199059;0,208659647;-0,221237309;-0,768630652;0;0;Good
251108;1;1;12;3;6;2;1;>4;0;;1;0,171452081;0,156056471;0,169562661;-0,602823195;-0,540092858;1,111222808;-0,768630652;0;0;Good
250825;3;4;3;2;2;5;1;2;1;-0,974979787;2;-0,035011948;0,023219367;-0,041929842;-0,672697908;-0,390342357;1,120801196;-0,768630652;594;1;Bad
251017;1;1;5;1;5;2;1;3;1;1,697029819;1;5,825479181;5,64551263;5,844611495;0,96372277;0,5830359;0,802940635;1,796590249;0;0;Good
250842;1;5;11;5;7;7;1;2;0;;1;-0,320202449;-0,321287543;-0,323919846;-0,834987562;1,556414156;1,101644421;-0,768630652;0;0;Good
251114;1;5;11;5;7;7;1;2;0;;2;-0,828065371;-0,792853543;-0,835026729;-0,955577791;1,855915158;0,550355011;-0,768630652;410;1;Bad
251029;1;1;11;4;3;3;1;2;1;0,143535862;2;5,851206786;6,08029385;5,844611495;1,614008398;-0,764718609;0,649686436;1,796590249;0;0;Good
251131;1;1;15;1;2;4;3;3;0;;1;0,030979358;0,019672467;0,028567659;-0,634379517;-0,83959386;0,904755346;-0,768630652;0;0;Good
251157;4;3;10;4;2;4;1;1;0;;2;-0,316986499;-0,26693989;-0,323919846;-0,16666975;-0,540092858;-1,756120681;0,513979799;0;0;Good
251199;3;5;11;2;3;5;1;1;0;;1;-0,495793353;-0,491767548;-0,500163599;-0,672697908;-0,689843359;-0,555416604;-0,768630652;623;1;Bad
250485;3;1;7;4;3;3;1;1;1;-1,248394723;2;0,916652158;1,002506858;0,909786422;3,203094593;-0,090841355;1,104482462;1,796590249;0;0;Good
250768;1;5;10;2;5;5;1;3;0;;1;-0,144611545;-0,150807538;-0,147676093;0,081272777;-0,015966104;-1,364471062;0,513979799;76;1;Bad
251243;4;3;10;5;4;5;3;1;1;-1,583949418;1;-0,495793353;-0,491767548;-0,500163599;-0,448422622;-0,83959386;0,679131109;-0,768630652;15;0;Middle
251147;1;1;11;1;7;7;1;2;0;;1;0,55775207;0,531112482;0,557298917;0,048589444;1,631289407;-1,183971672;0,513979799;0;0;Good
251288;3;5;2;4;3;5;3;1;0;;1;0,55775207;0,531112482;0,557298917;-0,309800209;-0,540092858;1,043109831;-0,768630652;273;1;Bad
251270;1;5;11;5;7;7;1;2;1;0,379666944;2;-0,669454686;-0,629638961;-0,676407351;-0,936418595;1,481538906;0,689773761;-0,768630652;76;1;Bad
251048;4;3;10;4;2;5;1;1;1;0,131107911;1;1,435706588;1,383512506;1,43851768;0,365279671;-1,139094862;-0,919040571;1,796590249;107;1;Bad
250957;1;5;11;2;2;5;3;4;0;;2;-0,316986499;-0,26693989;-0,323919846;-0,633252506;-0,614968108;1,072909259;-0,768630652;0;0;Good
251314;1;3;10;4;6;4;3;2;1;-1,335390385;1;-0,144611545;-0,150807538;-0,147676093;-0,140748486;-0,465217607;1,121652608;0,513979799;0;0;Good
251285;2;5;11;5;7;7;1;1;1;1,02592043;1;-0,84697516;-0,832727557;-0,852651104;-0,871051929;1,930790409;0,424771709;-0,768630652;0;0;Good
250836;1;2;7;1;5;1;1;2;0;;2;3,824514707;3,994774193;3,81780834;-0,315435266;-0,689843359;1,114415604;1,796590249;15;0;Middle
250876;1;1;11;1;2;1;3;2;1;-1,14897111;2;5,851206786;6,08029385;5,844611495;1,193633113;-1,064219611;0,582282969;1,796590249;502;1;Bad
251186;1;4;11;5;7;7;1;2;0;;1;-0,320202449;-0,321287543;-0,323919846;-0,488995035;1,930790409;0,984575241;-0,768630652;0;0;Good
250389;1;1;5;5;1;3;1;2;0;;1;1,786888396;1,724472516;1,791005185;-0,124970325;-0,83959386;0,924976386;0,513979799;0;0;Good
251196;1;4;15;1;3;4;2;4;1;-1,397530143;1;-0,320202449;-0,321287543;-0,323919846;-0,672697908;-0,465217607;0,913269468;-0,768630652;153;1;Bad
251377;1;4;11;5;7;7;1;2;1;0,392094895;1;-0,144611545;-0,150807538;-0,147676093;-0,509281242;1,706164657;0,491820421;-0,768630652;0;0;Good
250907;1;4;10;4;4;4;1;3;1;0,50394646;1;-0,144611545;-0,150807538;-0,147676093;0,055351512;0,807661651;-0,78721358;0,513979799;0;0;Good
250573;1;4;11;4;6;7;1;2;1;-0,316298349;2;4,229853123;4,411878124;4,223168971;0,286388867;1,107162653;1,129315318;1,796590249;349;1;Bad
251026;3;3;11;2;4;5;3;1;0;;1;-0,495793353;-0,491767548;-0,500163599;-0,61409331;-1,213970112;-0,803390412;-0,768630652;15;0;Middle
251258;4;4;11;4;3;5;1;1;0;;1;-0,320202449;-0,321287543;-0,323919846;-0,672697908;0,732786401;0,024607968;-0,768630652;15;0;Middle
251409;3;3;11;3;3;5;3;3;1;-0,440577866;2;0,141222146;0,204568902;0,134313911;-0,591553081;-0,240591856;1,100580156;-0,768630652;198;1;Bad
251461;1;4;3;5;4;4;1;2;0;;3;-0,846010375;-0,878013454;-0,819164791;-0,2500686;0,283534898;-1,413214411;-0,768630652;0;0;Good
250659;1;4;11;4;6;4;3;3;1;-0,291442446;2;1,621588534;1,727905;1,614761433;3,901841714;-0,240591856;-1,331975496;1,796590249;0;0;Good
250978;1;3;4;4;3;2;1;2;1;-0,912840029;1;1,611297492;1,553992511;1,614761433;0,435154383;-0,315467106;0,590087581;1,796590249;0;0;Good
251506;3;5;11;2;4;5;3;2;0;;1;0,206570262;0,190152472;0,204811412;-0,43940653;-1,064219611;0,306638264;-0,768630652;594;1;Bad
251056;3;1;2;4;2;4;3;1;1;-1,061975448;1;0,55775207;0,531112482;0,557298917;-0,277116876;-1,288845363;0,580154439;-0,768630652;0;0;Good
251031;3;1;15;3;4;1;3;1;1;-0,92526798;1;-0,320202449;-0,321287543;-0,323919846;0,3190722;-0,989344361;0,778817289;1,796590249;15;0;Middle
251434;3;5;14;2;3;5;3;4;0;;1;0,11877481;0,10491247;0,116689535;-0,620855379;-1,064219611;1,07929485;-0,768630652;441;1;Bad
251351;1;4;11;5;7;7;1;2;0;;1;-0,495793353;-0,491767548;-0,500163599;-0,549853656;1,855915158;-0,088204151;-0,768630652;0;0;Good
251240;1;3;10;2;5;5;1;3;1;1,150199946;1;-0,671384257;-0,662247553;-0,676407351;-0,672697908;-0,390342357;0,616339458;-0,768630652;15;0;Middle
251259;1;3;7;2;3;4;1;2;1;0,839501155;1;-0,706502437;-0,696343554;-0,711656102;-0,672697908;0,807661651;0,340694753;-0,768630652;0;0;Good
250422;1;3;11;1;4;5;3;2;1;-0,527573527;1;-0,004138822;-0,014423534;-0,006681091;-0,672697908;0,358410148;1,070780728;-0,768630652;15;0;Middle
251392;2;5;10;4;6;4;1;1;1;0,044112249;1;-0,320202449;-0,321287543;-0,323919846;0,026049214;-0,240591856;-1,477708887;0,513979799;0;0;Good
251603;1;1;11;5;7;7;1;2;1;1,908304997;1;1,435706588;1,383512506;1,43851768;0,088034846;1,855915158;0,802373027;0,513979799;0;0;Good
251591;1;4;2;5;5;4;1;2;1;-0,577285334;1;-0,645045621;-0,636675552;-0,649970788;-0,672697908;0,433285399;0,166155249;-0,768630652;0;0;Good
251598;1;4;11;5;7;7;1;4;0;;3;-1,037520234;-1,038811568;-1,0290711;-0,980372043;1,781039908;-0,127581966;-0,768630652;0;0;Good
251245;3;3;2;4;3;4;1;1;1;-0,987407739;1;0,55775207;0,531112482;0,557298917;0,042954386;-1,438595864;-1,019649115;0,513979799;0;0;Good
251481;1;3;11;4;6;7;1;2;0;;2;0,740418065;0,821157322;0,73354267;-0,375166875;1,406663655;0,989896568;-0,768630652;198;1;Bad
251521;3;3;14;2;4;5;3;1;1;-0,577285334;1;-0,056816094;-0,065567535;-0,059554217;-0,664808827;-1,363720613;0,838770899;-0,768630652;107;1;Bad
251668;1;3;12;3;6;1;1;2;1;1,746741626;1;0,030979358;0,019672467;0,028567659;0,18270381;1,256913154;0,913056615;0,513979799;0;0;Good
251109;1;3;10;4;3;4;1;2;1;-0,515145576;2;0,387949877;0,458458252;0,381055164;0,264975649;-1,288845363;0,793007493;1,796590249;76;1;Bad
251458;1;1;6;4;5;3;1;4;1;0,230531524;2;5,851206786;6,08029385;5,844611495;3,588532521;-0,540092858;-1,03114318;1,796590249;305;1;Bad
250887;1;1;13;3;2;3;1;4;0;;1;0,55775207;0,531112482;0,557298917;-0,091159981;-0,465217607;-0,771036748;0,513979799;15;0;Middle
251052;4;1;11;3;3;4;3;1;1;-0,167162929;2;0,564183971;0,639807787;0,557298917;0,817211277;-0,689843359;-1,986143881;1,796590249;594;1;Bad
251315;1;3;10;2;3;4;1;3;0;;1;-0,750400163;-0,738963555;-0,75571704;-0,599442161;-0,015966104;0,563126194;-0,768630652;0;0;Good
251404;1;1;11;5;7;7;1;2;1;0,143535862;2;2,326524909;2,453303141;2,319736443;0,251451511;1,556414156;0,490756156;1,796590249;0;0;Good
251708;3;5;2;2;4;5;1;1;0;;1;-0,671384257;-0,662247553;-0,676407351;-0,650157678;-0,090841355;-1,215261071;-0,768630652;0;0;Good
251633;3;3;13;1;3;4;3;1;0;;1;-0,144611545;-0,150807538;-0,147676093;-0,663681816;-1,139094862;0,545033685;-0,768630652;137;1;Bad
251319;1;2;5;2;4;1;1;4;1;-0,70156485;1;2,313661107;2,235912531;2,319736443;-0,139621475;-0,540092858;-0,545838217;1,796590249;0;0;Good
251568;1;3;8;4;6;1;1;2;1;-0,664280995;1;-0,84697516;-0,832727557;-0,852651104;-0,003253085;0,208659647;1,034808562;0,513979799;0;0;Good
251273;1;1;8;1;3;4;3;3;1;1,659745964;1;-0,724061528;-0,713391554;-0,729280477;-0,982626066;-0,689843359;1,052688218;-0,768630652;0;0;Good
251546;1;4;15;4;2;4;1;3;1;-0,403294011;1;0,55775207;0,531112482;0,557298917;-0,277116876;-1,139094862;0,391779486;-0,768630652;0;0;Good
251802;2;3;6;2;6;5;1;1;1;0,702793687;2;1,181003299;1,274531161;1,174152051;0,239054385;1,032287403;1,104624364;0,513979799;0;0;Good
251620;1;4;11;5;7;7;1;2;1;1,237195608;2;-0,105505586;-0,049320448;-0,112427343;-0,744826643;1,706164657;1,036724239;-0,768630652;0;0;Good
251065;1;1;15;1;5;4;1;3;1;-0,167162929;1;0,206570262;0,190152472;0,204811412;-0,582536989;0,283534898;1,076102054;-0,768630652;0;0;Good
251727;4;4;8;4;4;4;3;3;1;-1,136543158;2;0,564183971;0,639807787;0,557298917;-0,163288716;-1,064219611;1,069716463;0,513979799;349;1;Bad
251702;1;1;5;4;6;3;3;2;1;0,839501155;1;2,313661107;2,235912531;2,319736443;0,812703231;-0,315467106;-0,987863059;1,796590249;0;0;Good
251834;2;4;11;5;7;7;1;1;1;1,274479463;1;-0,81185698;-0,798631557;-0,817402353;-0,567885839;1,706164657;-0,751241414;-0,768630652;0;0;Good
251824;1;4;11;5;7;7;1;2;1;0,628225977;1;-0,320202449;-0,321287543;-0,323919846;0,287515879;1,706164657;0,893757938;1,796590249;0;0;Good
251837;2;4;11;5;7;7;1;1;1;1,821309336;1;-0,84697516;-0,832727557;-0,852651104;-0,625363425;1,855915158;-1,062006872;-0,768630652;0;0;Good
250940;3;3;15;2;2;4;1;2;0;;1;-0,144611545;-0,150807538;-0,147676093;-0,672697908;-0,315467106;0,605696805;-0,768630652;623;1;Bad
251542;1;3;10;4;4;5;1;3;0;;1;0,55775207;0,531112482;0,557298917;-0,310927221;-0,540092858;0,521619849;-0,768630652;0;0;Good
251416;1;3;12;3;6;4;3;4;0;;1;-0,504572898;-0,500291548;-0,508975786;-0,474343886;-0,315467106;1,135700909;-0,768630652;76;1;Bad
250966;4;3;10;3;2;4;1;2;1;-1,360246288;2;0,211715783;0,277108716;0,204811412;-0,139621475;-0,240591856;0,222561308;0,513979799;198;1;Bad
251516;1;3;10;4;6;4;1;3;1;-0,204446784;2;0,123598736;0,186433948;0,116689535;-0,092286992;0,133784397;0,816847035;0,513979799;0;0;Good
251929;1;5;14;3;3;4;1;3;0;;3;-0,829930622;-0,864512353;-0,801540416;-0,554361702;0,957412152;-0,530938503;-0,768630652;0;0;Good
251667;4;5;10;2;2;4;1;1;1;-0,950123884;2;2,855227191;2,997351748;2,848467701;0,326961281;-0,090841355;0,54538844;1,796590249;623;1;Bad
251971;3;1;4;4;4;2;3;1;1;-0,99983569;1;-0,671384257;-0,662247553;-0,676407351;1,144044608;-1,213970112;0,709285291;1,796590249;0;0;Good
251583;1;1;11;5;6;1;1;2;1;0,715221638;3;0,409818341;0,176422539;0,557298917;7,268225023;0,508160649;0,971094548;1,796590249;0;0;Good
251552;3;4;10;4;2;5;3;3;0;;2;-0,316986499;-0,26693989;-0,323919846;-0,019031246;-1,064219611;-1,922997475;0,513979799;0;0;Good
251677;1;4;11;5;7;7;1;2;0;;1;0,382161166;0,360632477;0,381055164;-0,504773196;1,481538906;0,707866271;-0,768630652;15;0;Middle
252001;1;4;10;5;7;7;1;2;1;0,516374412;1;-0,144611545;-0,150807538;-0,147676093;-0,763985838;1,331788405;0,909012407;-0,768630652;0;0;Good
251993;1;5;11;5;7;7;1;2;0;;1;0,469956618;0,445872479;0,469177041;-0,483359978;1,706164657;0,797264554;-0,768630652;0;0;Good
252002;1;5;11;5;7;7;1;2;1;1,821309336;3;-0,989280975;-0,998308265;-0,976197974;-0,848511699;1,855915158;-0,389391222;-0,768630652;15;0;Middle
252016;1;3;2;2;2;5;1;2;0;;1;-0,144611545;-0,150807538;-0,147676093;-0,634379517;0,283534898;0,361980058;-0,768630652;15;0;Middle
251206;1;1;12;2;6;2;1;2;1;1,088060188;2;0,564183971;0,639807787;0,557298917;-0,111446188;0,882536902;-0,398118197;0,513979799;0;0;Good
251250;1;3;10;3;5;4;1;2;1;0,006828394;2;-0,316986499;-0,26693989;-0,323919846;-0,731302505;0,433285399;0,542905154;-0,768630652;380;1;Bad
252024;1;6;11;5;7;4;1;3;1;-0,453005817;3;-0,394169313;-0,498632514;-0,323919846;0,729304381;0,283534898;0,880986755;1,796590249;0;0;Good
251880;1;1;11;5;7;7;1;2;1;-0,465433769;1;-0,407997901;-0,406527545;-0,412041722;-0,53069446;1,256913154;-0,242522615;-0,768630652;0;0;Good
251982;3;4;14;1;2;4;3;1;0;;2;-0,493220592;-0,448289426;-0,500163599;-0,672697908;-1,363720613;-0,108425191;-0,768630652;15;0;Middle
251972;2;4;13;2;3;1;3;1;0;;1;-0,84697516;-0,832727557;-0,852651104;-0,144129521;-0,689843359;-0,010725639;0,513979799;0;0;Good
251844;1;3;1;2;3;5;1;>4;0;;3;-0,786515289;-0,82805938;-0,753954602;-0,672697908;0,508160649;0,371558446;-0,768630652;0;0;Good
251715;3;3;11;5;7;7;3;1;1;-1,198682917;2;-0,228869452;-0,176265122;-0,23579797;-0,765112849;1,406663655;1,051623953;-0,768630652;0;0;Good
251931;1;3;3;2;2;4;3;2;0;;1;-0,320202449;-0,321287543;-0,323919846;-0,672697908;0,732786401;0,801521615;-0,768630652;0;0;Good
